Psa	8	1	Doamne, Dumnezeul nostru, cât de minunat este numele Tău în tot pământul! Că s-a înălţat slava Ta, mai presus de ceruri.
Psa	8	2	Din gura pruncilor şi a celor ce sug ai săvârşit laudă, pentru vrăjmaşii Tăi, ca să amuţeşti pe vrăjmaş şi pe răzbunător.
Psa	8	3	Când privesc cerurile, lucrul mâinilor Tale, luna şi stelele pe care Tu le-ai întemeiat, îmi zic:
Psa	8	4	Ce este omul că-Ți aminteşti de el? Sau fiul omului, că-l cercetezi pe el?
Psa	8	5	Micşoratu-l-ai pe dânsul cu puţin faţă de îngeri, cu mărire şi cu cinste l-ai încununat pe el.
Psa	8	6	Pusu-l-ai pe dânsul peste lucrul mâinilor Tale, toate le-ai supus sub picioarele lui.
Psa	8	7	Oile şi boii, toate; încă şi dobitoacele câmpului;
Psa	8	8	Păsările cerului şi peştii mării, cele ce străbat cărările mărilor.
Psa	8	9	Doamne, Dumnezeul nostru, cât de minunat este numele Tău în tot pământul!
Psa	9	1	Lăuda-Te-voi, Doamne, din toată inima mea, spune-voi toate minunile Tale.
Psa	9	2	Veseli-mă-voi şi mă voi bucura de Tine; cânta-voi numele Tău, Preaînalte.
Psa	9	3	Când se vor întoarce vrăjmaşii mei înapoi, slăbi-vor şi vor pieri de la faţa Ta!
Psa	9	4	Că ai făcut judecata mea şi dreptatea mea; şezut-ai pe scaun, Cel ce judeci cu dreptate.
Psa	9	5	Certat-ai neamurile şi au pierit nelegiuiţii; stins-ai numele lor în veac şi în veacul veacului.
Psa	9	6	Vrăjmaşului i-au lipsit de tot săbiile şi cetăţile i le-ai sfărâmat; pierit-a pomenirea lor în sunet.
Psa	9	7	Iar Domnul rămâne în veac; gătit-a scaunul Lui de judecată
Psa	9	8	Şi El va judeca lumea; cu dreptate va judeca popoarele.
Psa	9	9	Şi a fost Domnul scăpare săracului, ajutor la vreme potrivită în necazuri.
Psa	9	10	Să nădăjduiască în Tine cei ce cunosc numele Tău, că n-ai părăsit pe cei ce Te caută pe Tine, Doamne!
Psa	9	11	Cântaţi Domnului, Celui ce locuieşte în Sion, vestiţi între neamuri faptele Lui.
Psa	9	12	Că Cel ce răzbună sângele lor şi-a adus aminte. N-a uitat strigătul săracilor.
Psa	9	13	Miluieşte-mă, Doamne! Vezi smerenia mea, de către vrăjmaşii mei, Cel ce mă înalţi din porţile morţii,
Psa	9	14	Ca să vestesc toate laudele Tale, în porţile fiicei Sionului; veseli-mă-voi de mântuirea Ta!
Psa	9	15	Căzut-au neamurile în groapa pe care au făcut-o; în cursa aceasta, pe care au ascuns-o, s-a prins piciorul lor.
Psa	9	16	Se cunoaşte Domnul când face judecată! Întru faptele mâinilor lui s-a prins păcătosul.
Psa	9	17	Să se întoarcă păcătoşii în iad; toate neamurile care uită pe Dumnezeu.
Psa	9	18	Că nu până în sfârşit va fi uitat săracul, iar răbdarea săracilor în veac nu va pieri.
Psa	9	19	Scoală-Te, Doamne, să nu se întărească omul; să fie judecate neamurile înaintea Ta!
Psa	9	20	Pune, Doamne, legiuitor peste ele, ca să cunoască neamurile că oameni sunt.
Psa	9	21	Pentru ce, Doamne, stai departe? Pentru ce treci cu vederea la vreme de necaz?
Psa	9	22	Când se mândreşte necredinciosul, se aprinde săracul; se prind în sfaturile pe care le gândesc.
Psa	9	23	Că se laudă păcătosul cu poftele sufletului lui, iar cel ce face strâmbătate, pe sine se binecuvintează.
Psa	9	24	Întărâtat-a cel păcătos pe Domnul, după mulţimea mâniei lui; nu-L va căuta; nu este Dumnezeu înaintea lui.
Psa	9	25	Spurcate sunt căile lui în toată vremea; lepădate sunt judecăţile Tale de la faţa lui, peste toţi vrăjmaşii lui va stăpâni.
Psa	9	26	Că a zis întru inima sa: Nu mă voi clinti din neam în neam, rău nu-mi va fi.
Psa	9	27	Gura lui e plină de blestem, de amărăciune şi de vicleşug; sub limba lui osteneală şi durere.
Psa	9	28	Stă la pândă în ascuns cu cei bogaţi ca să ucidă pe cel nevinovat; ochii lui spre cel sărac privesc.
Psa	9	29	Pândeşte din ascunziş, ca leul din culcuşul său; pândeşte ca să apuce pe sărac, pândeşte pe sărac ca să-l tragă la el.
Psa	9	30	În lanţul lui îl va smeri; se va pleca şi va cădea asupra lui, când va stăpâni pe cei săraci.
Psa	9	31	Că a zis în inima lui: «Uitat-a Dumnezeu! Întors-a faţa Lui, ca să nu vadă până în sfârşit!».
Psa	9	32	Scoală-Te, Doamne, Dumnezeul meu, înalţă-se mâna Ta, nu uita pe săracii Tăi până în sfârşit!
Psa	9	33	Pentru ce a mâniat necredinciosul pe Dumnezeu? Că a zis în inima lui: Domnul nu va cerceta!
Psa	9	34	Vezi, pentru că Tu priveşti la necazuri şi la durere, ca să le iei în mâinile Tale; căci în Tine se încrede săracul, iar orfanului Tu i-ai fost ajutor.
Psa	9	35	Zdrobeşte braţul celui păcătos şi rău, păcatul lui va fi căutat şi nu se va afla.
Psa	9	36	Împărăţi-va Domnul în veac şi în veacul veacului! Pieriţi neamuri din pământul Lui.
Psa	9	37	Dorinţa săracilor a auzit-o Domnul; la râvna inimii lor a luat aminte urechea Ta.
Psa	9	38	Judecă pe sărac şi pe smerit, ca să nu se mai mândrească omul pe pământ.
Psa	10	1	În Domnul am nădăjduit. Cum veţi zice sufletului meu: «Mută-te în munţi, ca o pasăre?».
Psa	10	2	Că iată păcătoşii au încordat arcul, au gătit săgeţi în tolbă, ca să săgeteze în întuneric pe cei drepţi la inimă.
Psa	10	3	Că au surpat ceea ce ai aşezat; dar dreptul ce a făcut?
Psa	10	4	Domnul este în locaşul cel sfânt al Său, Domnul în Cer are scaunul Său. Ochii Lui spre sărac privesc, genele Lui cercetează pe fiii oamenilor.
Psa	10	5	Domnul cercetează pe cel drept şi pe cel necredincios; iar pe cel ce iubeşte nedreptatea îl urăşte sufletul Său.
Psa	10	6	Va ploua peste păcătoşi laţuri, foc şi pucioasă; iar suflare de vifor este partea paharului lor.
Psa	10	7	Că drept este Domnul şi dreptatea a iubit şi faţa Lui spre cel drept priveşte.
Psa	11	1	Mântuieşte-mă, Doamne, că a lipsit cel cuvios, că s-a împuţinat adevărul de la fiii oamenilor.
Psa	11	2	Deşertăciuni a grăit fiecare către aproapele său, buze viclene în inimă şi în inimă rele au grăit.
Psa	11	3	Pierde-va Domnul toate buzele cele viclene şi limba cea plină de mândrie.
Psa	11	4	Pe cei ce au zis: «Cu limba noastră ne vom mări, căci buzele noastre la noi sunt; cine ne este Domn?».
Psa	11	5	Pentru necazul săracilor şi suspinul nenorociţilor, acum Mă voi scula, zice Domnul; le voi aduce lor mântuirea şi le voi vorbi pe faţă.
Psa	11	6	Cuvintele Domnului, cuvinte curate, argint lămurit în foc, curăţat de pământ, curăţat de şapte ori.
Psa	11	7	Tu, Doamne, ne vei păzi şi ne vei feri de neamul acesta în veac.
Psa	11	8	Căci, atunci când se ridică sus oamenii de nimic, nelegiuiţii mişună pretutindeni.
Psa	12	1	Până când, Doamne, mă vei uita până în sfârşit? Până când vei întoarce fața Ta de la mine?
Psa	12	2	Până când voi grămădi gânduri în sufletul meu, durere în inima mea ziua şi noaptea?
Psa	12	3	Până când se va înălţa vrăjmaşul meu împotriva mea?
Psa	12	4	Caută, auzi-mă, Doamne, Dumnezeul meu, luminează ochii mei, ca nu cumva să adorm întru moarte,
Psa	12	5	Ca nu cumva să zică vrăjmaşul meu: «Întăritu-m-am asupra lui». Cei ce mă necăjesc se vor bucura de mă voi clătina.
Psa	12	6	Iar eu spre mila Ta am nădăjduit; bucura-se-va inima mea de mântuirea Ta; cânta-voi Domnului, Celui ce mi-a făcut bine şi voi cânta numele Domnului Celui Preaînalt.
Psa	13	1	Zis-a cel nebun în inima sa: «Nu este Dumnezeu!». Stricatu-s-au oamenii şi urâţi s-au făcut întru îndeletnicirile lor. Nu este cel ce face bunătate, nu este până la unul.
Psa	13	2	Domnul din Cer a privit peste fiii oamenilor, să vadă de este cel ce înţelege, sau cel ce caută pe Dumnezeu.
Psa	13	3	Toţi s-au abătut, împreună netrebnici s-au făcut; nu este cel ce face bunătate, nu este până la unul.
Psa	13	4	Oare, nu se vor înţelepţi toţi cei ce lucrează fărădelegea? Cei ce mănâncă pe poporul Meu ca pâinea, pe Domnul nu L-au chemat.
Psa	13	5	Acolo s-au temut de frică, unde nu era frică, că Dumnezeu este cu neamul drepţilor.
Psa	13	6	Săracul nădăjduieşte în Domnul şi voi aţi râs de nădejdea lui, zicând: Cine va da din Sion mântuire lui Israel?
Psa	13	7	Dar când va întoarce Domnul pe cei robiţi ai poporului Său, bucura-se-va Iacov şi se va veseli Israel.
Psa	14	1	Doamne, cine va locui în locaşul Tău şi cine se va sălăşlui în muntele cel sfânt al Tău?
Psa	14	2	Cel ce umblă fără prihană şi face dreptate, cel ce are adevărul în inima sa,
Psa	14	3	Cel ce n-a viclenit cu limba, nici n-a făcut rău împotriva vecinului său şi ocară n-a rostit împotriva aproapelui său.
Psa	14	4	Defăimat să fie înaintea Lui cel ce vicleneşte, iar pe cei ce se tem de Domnul îi slăveşte; cel ce se jură aproapelui său şi nu se leapădă,
Psa	14	5	Argintul său nu l-a dat cu camătă şi daruri împotriva celor nevinovaţi n-a luat. Cel ce face acestea nu se va clătina în veac.
Psa	15	1	Păzeşte-mă, Doamne, că spre Tine am nădăjduit.
Psa	15	2	Zis-am Domnului: «Domnul meu eşti Tu, că bunătăţile mele nu-Ți trebuie».
Psa	15	3	Prin sfinţii care sunt pe pământul Lui minunată a făcut Domnul toată voia întru ei.
Psa	15	4	Înmulţitu-s-au slăbiciunile celor ce aleargă după alţi dumnezei. Nu voi lua parte la adunările lor cu jertfe de sânge, nici nu voi pomeni numele lor pe buzele mele.
Psa	15	5	Domnul este partea moştenirii mele şi a paharului meu. Tu eşti Cel care îmi aşezi mie iarăşi moştenirea mea.
Psa	15	6	Sorţii mi-au căzut între cei puternici, că moştenirea mea este puternică.
Psa	15	7	Binecuvânta-voi pe Domnul, Cel ce m-a înţelepţit; la aceasta şi noaptea mă îndeamnă inima mea.
Psa	15	8	Văzut-am mai înainte pe Domnul înaintea mea pururea, că de-a dreapta mea este ca să nu mă clatin.
Psa	15	9	Pentru aceasta s-a veselit inima mea şi s-a bucurat limba mea, dar încă şi trupul meu va sălăşlui întru nădejde.
Psa	15	10	Că nu vei lăsa sufletul meu în iad, nici nu vei da pe cel cuvios al Tău să vadă stricăciunea.
Psa	15	11	Cunoscute mi-ai făcut căile vieţii; umplea-mă-vei de veselie cu faţa Ta, şi la dreapta Ta de frumuseţi veşnice mă vei sătura.
Psa	16	1	Auzi, Doamne, dreptatea mea, ia aminte cererea mea, ascultă rugăciunea mea, din buze fără de viclenie.
Psa	16	2	De la faţa Ta judecata mea să iasă, ochii mei să vadă cele drepte.
Psa	16	3	Cercetat-ai inima mea, noaptea ai cercetat-o; cu foc m-ai lămurit, dar nu s-a aflat întru mine nedreptate.
Psa	16	4	Ca să nu grăiască gura mea lucruri omeneşti, pentru cuvintele buzelor Tale eu am păzit căi aspre.
Psa	16	5	Îndreaptă picioarele mele în cărările Tale, ca să nu şovăie paşii mei.
Psa	16	6	Eu am strigat, că m-ai auzit Dumnezeule; pleacă urechea Ta către mine şi auzi cuvintele mele.
Psa	16	7	Minunate fă milele Tale, Cel ce mântuieşti pe cei ce nădăjduiesc în Tine de cei ce stau împotriva dreptei Tale.
Psa	16	8	Păzeşte-mă, Doamne, ca pe lumina ochilor; cu acoperământul aripilor Tale acoperă-mă
Psa	16	9	De faţa necredincioşilor care mă necăjesc pe mine. Vrăjmaşii mei sufletul meu l-au cuprins;
Psa	16	10	Cu grăsime inima lor şi-au încuiat, gura lor a grăit mândrie.
Psa	16	11	Izgonindu-mă acum m-au înconjurat, ochii lor şi-au aţintit ca să mă plece la pământ.
Psa	16	12	Apucatu-m-au ca un leu gata de pradă, ca un pui de leu ce locuieşte în ascunzişuri.
Psa	16	13	Scoală-Te, Doamne, întâmpină-i pe ei şi împiedică-i! Izbăveşte sufletul meu de cel necredincios, cu sabia Ta.
Psa	16	14	Doamne, desparte-mă de oamenii acestei lumi, ce-şi iau partea în viaţă, căci s-a umplut pântecele lor de bunătăţile Tale; săturatu-s-au fiii lor şi au lăsat rămăşiţele pruncilor.
Psa	16	15	Iar eu întru dreptate mă voi arăta feţei Tale, sătura-mă-voi când se va arăta slava Ta.
Psa	17	1	Iubi-Te-voi Doamne, vârtutea mea. Domnul este întărirea mea şi scăparea mea şi izbăvitorul meu,
Psa	17	2	Dumnezeul meu, ajutorul meu şi voi nădăjdui spre Dânsul,
Psa	17	3	Apărătorul meu şi puterea mântuirii mele şi sprijinitorul meu.
Psa	17	4	Lăudând voi chema pe Domnul şi de vrăjmaşii mei mă voi izbăvi.
Psa	17	5	Cuprinsu-m-au durerile morţii şi râurile fărădelegii m-au tulburat.
Psa	17	6	Durerile iadului m-au înconjurat; întâmpinatu-m-au laţurile morţii.
Psa	17	7	Şi când mă necăjeau am chemat pe Domnul şi către Dumnezeul meu am strigat.
Psa	17	8	Auzit-a din locaşul Lui cel sfânt glasul meu şi strigarea mea, înaintea Lui, va intra în urechile Lui.
Psa	17	9	Și s-a clătinat şi s-a cutremurat pământul şi temeliile munţilor s-au tulburat şi s-au clătinat că S-a mâniat pe ele Dumnezeu.
Psa	17	10	Întru mânia Lui fum s-a ridicat şi pară de foc de la faţa Lui, cărbuni aprinşi de la El.
Psa	17	11	Şi a plecat cerurile şi S-a coborât şi negură era sub picioarele Lui.
Psa	17	12	Şi S-a suit pe heruvimi şi a zburat; zburat-a pe aripile vântului.
Psa	17	13	Şi şi-a pus întunericul acoperământ, împrejurul Lui cortul Lui, apă întunecoasă în norii văzduhului.
Psa	17	14	De strălucirea feţei Lui norii au fugit, glasul Lui prin grindină şi cărbuni de foc.
Psa	17	15	Şi a tunat din Cer Domnul şi Cel Preaînalt a dat glasul Său.
Psa	17	16	Trimis-a săgeţi şi i-a risipit pe ei, şi fulgere a înmulţit şi i-a tulburat pe ei.
Psa	17	17	Şi s-au arătat izvoarele apelor şi s-au descoperit temeliile lumii,
Psa	17	18	De certarea Ta, Doamne, de suflarea Duhului mâniei Tale.
Psa	17	19	Trimis-a din înălţime şi m-a luat, ridicatu-m-a din ape multe.
Psa	17	20	Izbăveşte-mă de vrăjmaşii mei cei tari şi de cei ce mă urăsc pe mine, că s-au întărit mai mult decât mine.
Psa	17	21	Întâmpinatu-m-au ei în ziua necazului meu, dar Domnul a fost întărirea mea
Psa	17	22	Şi m-a scos la loc larg, m-a izbăvit, că m-a voit.
Psa	17	23	Şi îmi va răsplăti mie Domnul după dreptatea mea, şi după curăţia mâinilor mele îmi va răsplăti mie,
Psa	17	24	Că am păzit căile Domnului şi n-am fost necredincios Dumnezeului meu.
Psa	17	25	Că toate judecăţile Lui sunt înaintea mea, şi îndreptările Lui nu s-au depărtat de la mine.
Psa	17	26	Şi voi fi fără prihană cu Dânsul, şi mă voi păzi de fărădelegea mea.
Psa	17	27	Şi îmi va răsplăti mie Domnul după dreptatea mea, şi după curăţia mâinilor mele înaintea ochilor Lui.
Psa	17	28	Cu cel cuvios, cuvios vei fi; şi cu omul nevinovat, nevinovat vei fi.
Psa	17	29	Şi cu cel ales, ales vei fi; şi cu cel îndărătnic Te vei îndărătnici.
Psa	17	30	Că Tu pe poporul cel smerit îl vei mântui, şi ochii mândrilor îi vei smeri.
Psa	17	31	Că Tu vei aprinde făclia mea, Doamne; Dumnezeul meu, vei lumina întunericul meu.
Psa	17	32	Căci cu Tine mă voi izbăvi de ispită, şi cu Dumnezeul meu voi trece zidul.
Psa	17	33	Dumnezeul meu, fără prihană este calea Lui, cuvintele Domnului în foc lămurite; scut este tuturor celor ce nădăjduiesc în El.
Psa	17	34	Că cine este Dumnezeu afară de Domnul? Şi cine este Dumnezeu afară de Dumnezeul nostru?
Psa	17	35	Dumnezeu, Cel ce mă încinge cu putere, şi a pus fără prihană calea mea.
Psa	17	36	Cel ce face picioarele mele ca ale cerbului şi peste cele înalte mă pune.
Psa	17	37	Cel ce întăreşti mâinile mele în vreme de război, şi ai pus arc de aramă în braţele mele.
Psa	17	38	Şi mi-ai dat mie scutul mântuirii mele şi dreapta Ta m-a sprijinit.
Psa	17	39	Şi certarea Ta m-a îndreptat până în sfârşit, şi certarea Ta însăşi mă va învăţa.
Psa	17	40	Lărgit-ai paşii mei sub mine, şi n-au slăbit picioarele mele.
Psa	17	41	Urmări-voi pe vrăjmaşii mei şi-i voi prinde pe dânşii şi nu mă voi întoarce până ce se vor sfârşi.
Psa	17	42	Îi voi zdrobi pe ei şi nu vor putea să stea, cădea-vor sub picioarele mele.
Psa	17	43	Şi m-ai încins cu putere spre război şi ai împiedicat pe toţi cei ce se sculau împotriva mea.
Psa	17	44	Şi pe vrăjmaşii mei i-ai făcut să fugă, iar pe cei ce mă urăsc pe mine i-ai nimicit.
Psa	17	45	Strigat-au către Domnul, şi nu era cel ce mântuieşte; şi nu i-a auzit pe ei.
Psa	17	46	Şi-i voi sfărâma pe ei ca praful în faţa vântului, ca tina uliţelor îi voi zdrobi pe ei.
Psa	17	47	Izbăveşte-mă de răzvrătirile poporului; pusu-m-ai căpetenie neamurilor.
Psa	17	48	Poporul pe care nu l-am cunoscut mi-a slujit mie. Cu auzul urechii m-a auzit.
Psa	17	49	Fiii străini m-au minţit pe mine. Fiii străini au îmbătrânit şi au şchiopătat din cărările lor.
Psa	17	50	Viu este Domnul şi binecuvântat este Dumnezeul meu, şi să se înalţe Dumnezeul mântuirii mele.
Psa	17	51	Dumnezeule, Cel ce mi-ai dat izbânda şi mi-ai supus popoarele; Izbăvitorul meu de vrăjmaşii cei furioşi,
Psa	17	52	De la cei ce se ridică împotriva mea, înalţă-mă, de omul nedrept izbăveşte-mă.
Psa	17	53	Pentru aceasta Te voi lăuda între neamuri, Doamne, şi numele Tău îl voi cânta.
Psa	17	54	Cel ce măreşti mântuirea împăratului Tău şi faci milă unsului Tău, lui David şi seminţiei lui până în veac.
Psa	18	1	Cerurile spun slava lui Dumnezeu şi facerea mâinilor Lui o vesteşte tăria.
Psa	18	2	Ziua zilei spune cuvânt, şi noaptea nopţii vesteşte ştiinţă.
Psa	18	3	Nu sunt graiuri, nici cuvinte, ale căror glasuri să nu se audă.
Psa	18	4	În tot pământul a ieşit vestirea lor, şi la marginile lumii cuvintele lor.
Psa	18	5	În soare şi-a pus locaşul său; şi el este ca un mire ce iese din cămara sa.
Psa	18	6	Bucura-se-va ca un uriaş, care aleargă drumul lui.
Psa	18	7	De la marginea cerului ieşirea lui, şi oprirea lui până la marginea cerului; şi nu este cine să se ascundă de căldura lui.
Psa	18	8	Legea Domnului este fără prihană, întoarce sufletele; mărturia Domnului este credincioasă, înţelepţeşte pruncii;
Psa	18	9	Judecăţile Domnului sunt drepte, veselesc inima; porunca Domnului este strălucitoare, luminează ochii.
Psa	18	10	Frica de Domnul este curată, rămâne în veacul veacului. Judecăţile Domnului sunt adevărate, toate îndreptăţite.
Psa	18	11	Dorite sunt mai mult decât aurul, şi decât piatra cea de mare preţ; şi mai dulci decât mierea şi fagurele.
Psa	18	12	Că robul Tău le păzeşte pe ele, şi răsplătire multă are.
Psa	18	13	Greşelile cine le va pricepe? De cele ascunse ale mele curăţeşte-mă
